Category,Url,Product Title,SKU,Price,Save percent,Product list price,Image url,Product details,ProductFullDescriptionHtml,Theme,Feature,Number of Sinks,Finish,Type,Countertop Material,Collections,UPC,Sink Shape,Length,Material,Faucet Holes,Number of Basins,Shape,Installation Type,Gallons per Flush,Rough-In,LeverPlacement,Flush Type,Width,Front to Back,Depth,Height,Frame Finish,DoorType,Frame Type,GlassTickness,GlassType,Hardware Finish,Mirror Type,Number Of Doors,Mirror Shape,Features,Collection,Available Options,Manufacturer Resources,Product Gallery,About the Manufacturer
Home > Bath > All Bath Brands > Duravit>Medicine Cabinets,https://www.kbauthority.com/duravit-kt7533-ketho-47-1-4-x-29-1-2-inch-mirror-cabinet-with-led-lighting.html,"Duravit KT753309191 Ketho 47-1/4 x 29-1/2 Inch Mirror Cabinet with LED Lighting, Taupe Matt",__@ KT753309191,__@ $1010.61,__@ 40%,__@ $1695.00,https://www.kbauthority.com/images/T/0/KT7533_Duravit.png,"Duravit KT7533 Ketho 47-1/4 x 29-1/2 Inch Mirror Cabinet with LED Lighting
	Designed by Christian Werner, the new range of bathroom furniture is characterized by clear forms, well thought-out functionality and comfortable quality. The characteristic, ergonomic handles feature throughout the range and give Ketho its true originality. The reduced look of the range is flexible enough to suit any modern bathroom ambiance. Combined with good value for money, Ketho becomes the ideal range for first-time buyers.
Features:   
		3 mirror doors
		4 glass shelves
		1 sensor switch bottom right
		LED (life span > 30,000 hours)
		LED dimming function
		LED module permanently enclosed
		LED module 3500 kelvin light color, 20 Watt
		cEGS/IAPMO
		Design by Christian Werner
Dimensions:
		Width: 47-1/4 Inch
		Depth: 7-1/8 Inch
		Height: 29-1/2 Inch
Additional Information:
		GFCI outlets are not supplied by the manufacturer (GFCI outlets can be added to the cabinet by a certified electrician on the job site)
		Mirror cabinets require a GFCI 110 V 60 Hz power source,flat plug will be supplied with the mirror cabinet","<div class=""collapsed"" id=""product_fulldescr"" itemprop=""description"">
<div id=""banner-system-R"">
<div class=""banner-wrapper"">
<div class=""banner-system cycle-slideshow"" data-cycle-auto-height=""860:400"" data-cycle-center-horz=""true"" data-cycle-center-vert=""true"" data-cycle-fx=""none"" data-cycle-slides=""&gt; div"" data-cycle-timeout=""5000"" id=""slideshow66"" style=""height: 329.302px;"">
<div class=""slideshow_content_I_228 cycle-slide cycle-slide-active"" style=""position: absolute; top: 0px; left: 0px; z-index: 99; opacity: 1; display: block; visibility: visible; margin-left: 0px; margin-top: 9.5px;"">
<img alt="""" src=""https://www.kbauthority.com/images/A/Produktserie-Duravit-Cape-Cod.jpg""/> </div></div>
</div>
</div>
<p>
<strong>Duravit KT7533 Ketho 47-1/4 x 29-1/2 Inch Mirror Cabinet with LED Lighting</strong></p>
<p>
	Designed by Christian Werner, the new range of bathroom furniture is characterized by clear forms, well thought-out functionality and comfortable quality. The characteristic, ergonomic handles feature throughout the range and give Ketho its true originality. The reduced look of the range is flexible enough to suit any modern bathroom ambiance. Combined with good value for money, Ketho becomes the ideal range for first-time buyers.</p>
<p>
<strong>Features:   </strong></p>
<ul>
<li>
		3 mirror doors</li>
<li>
		4 glass shelves</li>
<li>
		1 sensor switch bottom right</li>
<li>
		LED (life span &gt; 30,000 hours)</li>
<li>
		LED dimming function</li>
<li>
		LED module permanently enclosed</li>
<li>
		LED module 3500 kelvin light color, 20 Watt</li>
<li>
		cEGS/IAPMO</li>
<li>
		Design by Christian Werner</li>
</ul>
<p>
<strong>Dimensions:</strong></p>
<ul>
<li>
		Width: 47-1/4 Inch</li>
<li>
		Depth: 7-1/8 Inch</li>
<li>
		Height: 29-1/2 Inch</li>
</ul>
<p>
<strong>Additional Information:</strong></p>
<ul>
<li>
		GFCI outlets are not supplied by the manufacturer (GFCI outlets can be added to the cabinet by a certified electrician on the job site)</li>
<li>
		Mirror cabinets require a GFCI 110 V 60 Hz power source,flat plug will be supplied with the mirror cabinet</li>
</ul>
</div>",,,,__@ Mirrored,,,,__@ 04053424338477,,,,,,,__@ Surface,,,,,__@ 47.25,,__@ 7.13,__@ 29.5,,,,,,,__@ Flat,__@ 3,__@ Rectangular,__@ LED,__@ Ketho,KT753301818;KT753304343;KT753304949;KT753300707;KT753300909;KT753302121;KT753302222;KT753303131;KT753305151;KT753305252;KT753305353;KT753307373;KT753307575;KT753307979;KT753309191,https://www.kbauthority.com/files/PDF/Duravit/Care_Instructions_KT7533.pdf;https://www.kbauthority.com/files/PDF/Duravit/Installation_Instructions_KT7533.pdf;https://www.kbauthority.com/files/PDF/Duravit/Energy_Label_KT7533.pdf,https://www.kbauthority.com/images/W/343/KT753301818_Duravit_White_Matte.jpg;https://www.kbauthority.com/images/W/343/KT753304343_Duravit_Basalt_Matte.jpg;https://www.kbauthority.com/images/W/343/KT753304949_Duravit_Graphite_Matte.jpg;https://www.kbauthority.com/images/W/343/KT753300707_Duravit_Concrete_Gray_Matt.jpg;https://www.kbauthority.com/images/W/343/KT753300909_Duravit_Light_Blue_Matt.jpg;https://www.kbauthority.com/images/W/343/KT753302121_Duravit_Dark_Walnut.jpg;https://www.kbauthority.com/images/W/343/KT753302222_Duravit_White_High_Gloss.jpg;https://www.kbauthority.com/images/W/343/KT753303131_Duravit_Pine_Silver.jpg;https://www.kbauthority.com/images/W/343/KT753305151_Duravit_Pine_Terra.jpg;https://www.kbauthority.com/images/W/343/KT753305252_Duravit_European_Oak.jpg;https://www.kbauthority.com/images/W/343/KT753305353_Duravit_Chestnut_Dark.jpg;https://www.kbauthority.com/images/W/343/KT753307373_Duravit_Ticino_Cherry_Tree.jpg;https://www.kbauthority.com/images/W/343/KT753307575_Duravit_Linen.jpg;https://www.kbauthority.com/images/W/343/KT753307979_Duravit_Natural_Walnut.jpg;https://www.kbauthority.com/images/W/343/KT753309191_Duravit_Taupe_Matt.jpg,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide."
Home > Bath > All Bath Brands > Duravit>Medicine Cabinets,https://www.kbauthority.com/duravit-lc755300000-l-cube-47-1-4-x-27-1-2-inch-mirror-cabinet-with-lighting-and-dimming-function.html,Duravit LC755300000 L-Cube 47-1/4 x 27-1/2 Inch Mirror Cabinet with Lighting and Dimming Function,__@ LC755300000,__@ $2007.11,__@  40%,__@ $3370.00,https://www.kbauthority.com/images/T/45/duravit-l-cube-mirror-cabinet-with-led-lighting-w-120-h-70-d-155-cm-without-wahbasin-light--dur-lc755300000_0.jpg,"Duravit LC755300000 L-Cube 47-1/4 x 27-1/2 Inch Mirror Cabinet with Lighting and Dimming Function
Tranquillity. Clarity. Space for contemplation.
	This is how designer Christian Werner describes the vision that gave rise to L-Cube – a bathroom furniture program that eliminates all unnecessary elements to achieve the ultimate in simplistic beauty. With fewer “distractions”, the bathroom user is inspired to truly relax and unwind. The geometry of the sleek, rectangular furniture fronts remain uninterrupted by hardware.
Unique Details:
						Unique features can be found in the details, like the shadow gap between the countertop and the vanity units and the subdivision of the drawer fronts. Minimal design elements create maximum elegance and turn L-Cube into the connecting element between the bathroom itself and the elements within, transforming it into a “platform” for sanitary ceramics, tap fittings and accessories.
Features:  
		cIAPMO ELECTRICAL
		Mirrors require a GFCI 110 V 60 Hz power source
		Flat plug will be supplied with the mirror cabinet
		3 mirror doors
		Back panel inside mirror glass
		4 glass shelves (clear glass)
		1 sensor switch bottom right
		One socket unit with flap lid on top end
		LED dimming function
		LED life span > 30,000 hours
		Lamps non-exchangeable
		LED module 3500 Kelvin light color, 52 W
			Design by Christian Werner
Dimensions: 
		Width: 47-1/4""
		Height: 27-1/2""
		Depth: 6""
SKU: LC755300000","<div class=""collapsed"" id=""product_fulldescr"" itemprop=""description"">
<div id=""banner-system-R"">
<div class=""banner-wrapper"">
<div class=""banner-system cycle-slideshow"" data-cycle-auto-height=""860:400"" data-cycle-center-horz=""true"" data-cycle-center-vert=""true"" data-cycle-fx=""none"" data-cycle-slides=""&gt; div"" data-cycle-timeout=""5000"" id=""slideshow66"" style=""height: 329.302px;"">
<div class=""slideshow_content_I_228 cycle-slide cycle-slide-active"" style=""position: absolute; top: 0px; left: 0px; z-index: 99; opacity: 1; display: block; visibility: visible; margin-left: 0px; margin-top: 9.5px;"">
<img alt="""" src=""https://www.kbauthority.com/images/A/Produktserie-Duravit-Cape-Cod.jpg""/> </div></div>
</div>
</div>
<p>
<strong>Duravit LC755300000 L-Cube 47-1/4 x 27-1/2 Inch Mirror Cabinet with Lighting and Dimming Function</strong></p>
<p>
<em><strong>Tranquillity. Clarity. Space for contemplation.</strong></em></p>
<p>
	This is how designer Christian Werner describes the vision that gave rise to L-Cube – a bathroom furniture program that eliminates all unnecessary elements to achieve the ultimate in simplistic beauty. With fewer “distractions”, the bathroom user is inspired to truly relax and unwind. The geometry of the sleek, rectangular furniture fronts remain uninterrupted by hardware.</p>
<div class=""col-md-8 col-lg-6"">
<div class=""bg"">
<div class=""col-md-8 col-lg-6"">
<div class=""bg"">
<p>
<strong>Unique Details:</strong></p>
<div class=""p"">
<p>
						Unique features can be found in the details, like the shadow gap between the countertop and the vanity units and the subdivision of the drawer fronts. Minimal design elements create maximum elegance and turn L-Cube into the connecting element between the bathroom itself and the elements within, transforming it into a “platform” for sanitary ceramics, tap fittings and accessories.</p>
</div>
</div>
</div>
</div>
</div>
<p>
<strong>Features:  </strong></p>
<ul>
<li>
		cIAPMO ELECTRICAL</li>
<li>
		Mirrors require a GFCI 110 V 60 Hz power source</li>
<li>
		Flat plug will be supplied with the mirror cabinet</li>
<li>
		3 mirror doors</li>
<li>
		Back panel inside mirror glass</li>
<li>
		4 glass shelves (clear glass)</li>
<li>
		1 sensor switch bottom right</li>
<li>
		One socket unit with flap lid on top end</li>
<li>
		LED dimming function</li>
<li>
		LED life span &gt; 30,000 hours</li>
<li>
		Lamps non-exchangeable</li>
<li>
		LED module 3500 Kelvin light color, 52 W</li>
<li>
<div class=""normal pd-wrap"" id=""designby"">
			Design by Christian Werner</div>
</li>
</ul>
<p>
<strong>Dimensions: </strong></p>
<ul>
<li>
		Width: 47-1/4""</li>
<li>
		Height: 27-1/2""</li>
<li>
		Depth: 6""</li>
</ul>
<p>
<strong>SKU: LC755300000</strong></p>
</div>",,,,__@ Mirrored,,,,__@ 04053424108636,,,,,,,__@ Recessed,,,,,__@ 47.25,,__@ 6,__@ 27.5,,,,,,,__@ Flat,__@ 3,__@ Rectangular,__@ Lighting,__@ L-Cube,,https://www.kbauthority.com/files/PDF/Duravit/Care_Instructions_LC7553.pdf;https://www.kbauthority.com/files/PDF/Duravit/Installation_Instructions_LC7553.pdf;https://www.kbauthority.com/files/PDF/Duravit/Energy_Label_LC7553.pdf,https://www.kbauthority.com/images/D.cache.dpicon/25175.jpg;https://www.kbauthority.com/images/D.cache.dpicon/25176.jpg,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide."
Home > Bath > All Bath Brands > Duravit>Medicine Cabinets,https://www.kbauthority.com/duravit-lm782200000-universal-mirrors-39-3-4-x-5-7-8-inch-light-and-mirror-mirror-cabinet.html,Duravit LM782200000 Universal mirrors 39 3/4 W x 31 1/2 H Inch Mirror Cabinet with Light,__@ LM782200000,__@ $872.29,__@  40%,__@ $1465.00,https://www.kbauthority.com/images/T/312/4627151_web2_prod_normal_2.jpg,"Duravit LM782200000 Universal mirrors 39 3/4 W x 31 1/2 H Inch Mirror Cabinet with LightDuravit has been the Proud Recipient of Numerous International Design Awards.These Awards Celebrate Bold Design, which has Become Duravit’s Hallmark over the Years.Each Duravit Designer is a Specialist in His Field – a Prominent Global Innovator with an Inherent Sense for Good Design. Good Design, as Duravit and Its Designers See It, is never at the Expense of Practicality – Neither is Interested in “Design for Design’s Sake”.That’s You, the Bathroom User, and Your Own Set of Needs and Requirements. Thanks to an Ongoing Dialogue with Its Trade Partners and Sanitary Ware Dealers, Duravit is Best Able to Address these Needs and Requirements in the Brand’s Designs. Simply Put, Duravit Recognizes Good Bathroom Design by the Fact that It Seems Specially-Created to Suit All Individual Tastes.This Fusion of Duravit’s Environmentally-Friendly Production Technologies with the Company’s Meticulous Quality Control Results in Products that are Highly Functional and Long-Lasting.At Duravit, Sustainable Materials, Modern Expertise and the Foresight to Recognize What Will be Important Tomorrow Comprise the Essential Ingredients for Beautiful – and Responsible – Living Bathrooms.Features:Built-In VersionStandard-VersioncEGS/IAPMO2 Mirror Doors2 Glass ShelvesExternal SwitchBuilt-In Only in Combination with Built-In SetLed (Life Span > 30000 Hours)Led Module Permanently EnclosedMirrors Cabinets Require a Gfci 110 V 60 Hz Power Source and are Hardwired to a Circuit Provided by the Customer. Led Module 4000 Kelvin Light Color14 WattUniversal Mirrors CollectionDimensions:Width: 39.75 InchDepth: 5.875 InchHeight: 31.5 InchSKU: LM782200000","<div class=""collapsed"" id=""product_fulldescr"" itemprop=""description"">
<div id=""banner-system-R"">
<div class=""banner-wrapper"">
<div class=""banner-system cycle-slideshow"" data-cycle-auto-height=""860:400"" data-cycle-center-horz=""true"" data-cycle-center-vert=""true"" data-cycle-fx=""none"" data-cycle-slides=""&gt; div"" data-cycle-timeout=""5000"" id=""slideshow66"" style=""height: 329.302px;"">
<div class=""slideshow_content_I_228 cycle-slide cycle-slide-active"" style=""position: absolute; top: 0px; left: 0px; z-index: 99; opacity: 1; display: block; visibility: visible; margin-left: 0px; margin-top: 9.5px;"">
<img alt="""" src=""https://www.kbauthority.com/images/A/Produktserie-Duravit-Cape-Cod.jpg""/> </div></div>
</div>
</div>
<p><strong>Duravit LM782200000 Universal mirrors 39 3/4 W x 31 1/2 H Inch Mirror Cabinet with Light</strong></p><p>Duravit has been the Proud Recipient of Numerous International Design Awards.These Awards Celebrate Bold Design, which has Become Duravit’s Hallmark over the Years.Each Duravit Designer is a Specialist in His Field – a Prominent Global Innovator with an Inherent Sense for Good Design. Good Design, as Duravit and Its Designers See It, is never at the Expense of Practicality – Neither is Interested in “Design for Design’s Sake”.That’s You, the Bathroom User, and Your Own Set of Needs and Requirements. Thanks to an Ongoing Dialogue with Its Trade Partners and Sanitary Ware Dealers, Duravit is Best Able to Address these Needs and Requirements in the Brand’s Designs. Simply Put, Duravit Recognizes Good Bathroom Design by the Fact that It Seems Specially-Created to Suit All Individual Tastes.This Fusion of Duravit’s Environmentally-Friendly Production Technologies with the Company’s Meticulous Quality Control Results in Products that are Highly Functional and Long-Lasting.At Duravit, Sustainable Materials, Modern Expertise and the Foresight to Recognize What Will be Important Tomorrow Comprise the Essential Ingredients for Beautiful – and Responsible – Living Bathrooms.</p><p><strong>Features:</strong></p><ul><li>Built-In Version</li><li>Standard-Version</li><li>cEGS/IAPMO</li><li>2 Mirror Doors</li><li>2 Glass Shelves</li><li>External Switch</li><li>Built-In Only in Combination with Built-In Set</li><li>Led (Life Span &gt; 30000 Hours)</li><li>Led Module Permanently Enclosed</li><li>Mirrors Cabinets Require a Gfci 110 V 60 Hz Power Source and are Hardwired to a Circuit Provided by the Customer. </li><li>Led Module 4000 Kelvin Light Color</li><li>14 Watt</li><li>Universal Mirrors Collection</li></ul><p><strong>Dimensions:</strong></p><ul><li>Width: 39.75 Inch</li><li>Depth: 5.875 Inch</li><li>Height: 31.5 Inch</li></ul><p><strong>SKU: LM782200000</strong></p>
</div>",,,,__@ Mirrored,,,,__@ 04053424472201,,,,,,,__@ Wall Mounted,,,,,__@ 39.75,,__@ 5.88,__@ 31.5,,,,,,,__@ Flat,__@ 2,__@ Rectangular,__@ Lighting,__@ Universal mirrors,,https://www.kbauthority.com/files/PDF/Duravit/Care_Instructions_LM7822.pdf;https://www.kbauthority.com/files/PDF/Duravit/Installation_Instructions_LM7822.pdf,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide."
Home > Bath > All Bath Brands > Duravit>Medicine Cabinets,https://www.kbauthority.com/duravit-lm7843000006-universal-mirrors-47-5-8-x-5-7-8-inch-light-and-mirror-mirror-cabinet.html,Duravit LM7843000006 Universal mirrors 47 5/8 W x 29 7/8 H Inch Mirror Cabinet with Light,__@ LM7843000006,__@ $1259.04,__@  40%,__@ $2115.00,https://www.kbauthority.com/images/T/312/4627167_web2_prod_normal_2.jpg,"Duravit LM7843000006 Universal mirrors 47 5/8 W x 29 7/8 H Inch Mirror Cabinet with LightDuravit has been the Proud Recipient of Numerous International Design Awards.These Awards Celebrate Bold Design, which has Become Duravit’s Hallmark over the Years.Each Duravit Designer is a Specialist in His Field – a Prominent Global Innovator with an Inherent Sense for Good Design. Good Design, as Duravit and Its Designers See It, is never at the Expense of Practicality – Neither is Interested in “Design for Design’s Sake”.That’s You, the Bathroom User, and Your Own Set of Needs and Requirements. Thanks to an Ongoing Dialogue with Its Trade Partners and Sanitary Ware Dealers, Duravit is Best Able to Address these Needs and Requirements in the Brand’s Designs. Simply Put, Duravit Recognizes Good Bathroom Design by the Fact that It Seems Specially-Created to Suit All Individual Tastes.This Fusion of Duravit’s Environmentally-Friendly Production Technologies with the Company’s Meticulous Quality Control Results in Products that are Highly Functional and Long-Lasting.At Duravit, Sustainable Materials, Modern Expertise and the Foresight to Recognize What Will be Important Tomorrow Comprise the Essential Ingredients for Beautiful – and Responsible – Living Bathrooms.Features:Premium-VersioncEGS/IAPMO2 Mirror DoorsBack Panel Inside Mirror Glass4 Glass ShelvesLed Light for Washbasin AreaLed (Life Span > 30000 Hours)Led Module Permanently EnclosedLed Module 4000 Kelvin Light Color17 WattUniversal Mirrors CollectionDimensions:Width: 47.625 InchDepth: 5.875 InchHeight: 29.875 InchSKU: LM7843000006","<div class=""collapsed"" id=""product_fulldescr"" itemprop=""description"">
<div id=""banner-system-R"">
<div class=""banner-wrapper"">
<div class=""banner-system cycle-slideshow"" data-cycle-auto-height=""860:400"" data-cycle-center-horz=""true"" data-cycle-center-vert=""true"" data-cycle-fx=""none"" data-cycle-slides=""&gt; div"" data-cycle-timeout=""5000"" id=""slideshow66"" style=""height: 329.302px;"">
<div class=""slideshow_content_I_228 cycle-slide cycle-slide-active"" style=""position: absolute; top: 0px; left: 0px; z-index: 99; opacity: 1; display: block; visibility: visible; margin-left: 0px; margin-top: 9.5px;"">
<img alt="""" src=""https://www.kbauthority.com/images/A/Produktserie-Duravit-Cape-Cod.jpg""/> </div></div>
</div>
</div>
<p><strong>Duravit LM7843000006 Universal mirrors 47 5/8 W x 29 7/8 H Inch Mirror Cabinet with Light</strong></p><p>Duravit has been the Proud Recipient of Numerous International Design Awards.These Awards Celebrate Bold Design, which has Become Duravit’s Hallmark over the Years.Each Duravit Designer is a Specialist in His Field – a Prominent Global Innovator with an Inherent Sense for Good Design. Good Design, as Duravit and Its Designers See It, is never at the Expense of Practicality – Neither is Interested in “Design for Design’s Sake”.That’s You, the Bathroom User, and Your Own Set of Needs and Requirements. Thanks to an Ongoing Dialogue with Its Trade Partners and Sanitary Ware Dealers, Duravit is Best Able to Address these Needs and Requirements in the Brand’s Designs. Simply Put, Duravit Recognizes Good Bathroom Design by the Fact that It Seems Specially-Created to Suit All Individual Tastes.This Fusion of Duravit’s Environmentally-Friendly Production Technologies with the Company’s Meticulous Quality Control Results in Products that are Highly Functional and Long-Lasting.At Duravit, Sustainable Materials, Modern Expertise and the Foresight to Recognize What Will be Important Tomorrow Comprise the Essential Ingredients for Beautiful – and Responsible – Living Bathrooms.</p><p><strong>Features:</strong></p><ul><li>Premium-Version</li><li>cEGS/IAPMO</li><li>2 Mirror Doors</li><li>Back Panel Inside Mirror Glass</li><li>4 Glass Shelves</li><li>Led Light for Washbasin Area</li><li>Led (Life Span &gt; 30000 Hours)</li><li>Led Module Permanently Enclosed</li><li>Led Module 4000 Kelvin Light Color</li><li>17 Watt</li><li>Universal Mirrors Collection</li></ul><p><strong>Dimensions:</strong></p><ul><li>Width: 47.625 Inch</li><li>Depth: 5.875 Inch</li><li>Height: 29.875 Inch</li></ul><p><strong>SKU: LM7843000006</strong></p>
</div>",,,,__@ Mirrored,,,,__@ 04053424468747,,,,,,,__@ Wall Mounted,,,,,__@ 47.63,,__@ 5.88,__@ 29.88,,,,,,,__@ Flat,__@ 2,__@ Rectangular,__@ Lighting,__@ Universal mirrors,,https://www.kbauthority.com/files/PDF/Duravit/Care_Instructions_LM7843.pdf;https://www.kbauthority.com/files/PDF/Duravit/Installation_Instructions_LM7843.pdf,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide."
